5.000	939.000
5.010	971.000
5.020	952.000
5.030	984.000
5.040	1010.000
5.050	1000.000
5.060	983.000
5.070	993.000
5.080	1024.000
5.090	989.000
5.100	965.000
5.110	1001.000
5.120	966.000
5.130	981.000
5.140	1006.000
5.150	990.000
5.160	995.000
5.170	963.000
5.180	928.000
5.190	932.000
5.200	953.000
5.210	973.000
5.220	955.000
5.230	953.000
5.240	1010.000
5.250	1003.000
5.260	1019.000
5.270	1012.000
5.280	928.000
5.290	891.000
5.300	950.000
5.310	990.000
5.320	983.000
5.330	960.000
5.340	918.000
5.350	921.000
5.360	942.000
5.370	951.000
5.380	939.000
5.390	996.000
5.400	984.000
5.410	932.000
5.420	949.000
5.430	965.000
5.440	941.000
5.450	956.000
5.460	990.000
5.470	997.000
5.480	973.000
5.490	969.000
5.500	947.000
5.510	968.000
5.520	962.000
5.530	961.000
5.540	939.000
5.550	947.000
5.560	979.000
5.570	944.000
5.580	959.000
5.590	984.000
5.600	989.000
5.610	987.000
5.620	972.000
5.630	957.000
5.640	909.000
5.650	902.000
5.660	930.000
5.670	958.000
5.680	988.000
5.690	998.000
5.700	957.000
5.710	930.000
5.720	947.000
5.730	970.000
5.740	991.000
5.750	976.000
5.760	960.000
5.770	984.000
5.780	990.000
5.790	953.000
5.800	947.000
5.810	951.000
5.820	934.000
5.830	967.000
5.840	956.000
5.850	945.000
5.860	950.000
5.870	958.000
5.880	980.000
5.890	981.000
5.900	962.000
5.910	962.000
5.920	968.000
5.930	940.000
5.940	953.000
5.950	940.000
5.960	975.000
5.970	978.000
5.980	987.000
5.990	979.000
6.000	932.000
6.010	928.000
6.020	983.000
6.030	988.000
6.040	946.000
6.050	965.000
6.060	963.000
6.070	940.000
6.080	894.000
6.090	922.000
6.100	966.000
6.110	992.000
6.120	978.000
6.130	929.000
6.140	925.000
6.150	935.000
6.160	938.000
6.170	907.000
6.180	891.000
6.190	913.000
6.200	940.000
6.210	941.000
6.220	967.000
6.230	988.000
6.240	955.000
6.250	889.000
6.260	897.000
6.270	934.000
6.280	931.000
6.290	937.000
6.300	919.000
6.310	925.000
6.320	943.000
6.330	938.000
6.340	937.000
6.350	935.000
6.360	907.000
6.370	909.000
6.380	970.000
6.390	938.000
6.400	899.000
6.410	929.000
6.420	954.000
6.430	973.000
6.440	973.000
6.450	944.000
6.460	935.000
6.470	927.000
6.480	922.000
6.490	976.000
6.500	954.000
6.510	922.000
6.520	942.000
6.530	974.000
6.540	995.000
6.550	957.000
6.560	932.000
6.570	932.000
6.580	927.000
6.590	938.000
6.600	935.000
6.610	938.000
6.620	954.000
6.630	972.000
6.640	993.000
6.650	993.000
6.660	963.000
6.670	921.000
6.680	920.000
6.690	942.000
6.700	953.000
6.710	958.000
6.720	955.000
6.730	934.000
6.740	946.000
6.750	919.000
6.760	909.000
6.770	912.000
6.780	926.000
6.790	933.000
6.800	964.000
6.810	975.000
6.820	952.000
6.830	950.000
6.840	975.000
6.850	938.000
6.860	915.000
6.870	937.000
6.880	950.000
6.890	979.000
6.900	983.000
6.910	960.000
6.920	942.000
6.930	945.000
6.940	931.000
6.950	941.000
6.960	951.000
6.970	989.000
6.980	978.000
6.990	967.000
7.000	947.000
7.010	922.000
7.020	911.000
7.030	925.000
7.040	960.000
7.050	974.000
7.060	962.000
7.070	931.000
7.080	939.000
7.090	959.000
7.100	954.000
7.110	931.000
7.120	926.000
7.130	948.000
7.140	940.000
7.150	956.000
7.160	963.000
7.170	944.000
7.180	939.000
7.190	947.000
7.200	939.000
7.210	900.000
7.220	912.000
7.230	908.000
7.240	915.000
7.250	955.000
7.260	983.000
7.270	971.000
7.280	953.000
7.290	953.000
7.300	965.000
7.310	951.000
7.320	960.000
7.330	944.000
7.340	951.000
7.350	986.000
7.360	935.000
7.370	933.000
7.380	952.000
7.390	972.000
7.400	958.000
7.410	953.000
7.420	950.000
7.430	973.000
7.440	948.000
7.450	960.000
7.460	967.000
7.470	944.000
7.480	917.000
7.490	924.000
7.500	960.000
7.510	941.000
7.520	956.000
7.530	966.000
7.540	939.000
7.550	946.000
7.560	945.000
7.570	937.000
7.580	914.000
7.590	945.000
7.600	934.000
7.610	917.000
7.620	928.000
7.630	948.000
7.640	939.000
7.650	934.000
7.660	940.000
7.670	935.000
7.680	949.000
7.690	946.000
7.700	943.000
7.710	951.000
7.720	946.000
7.730	949.000
7.740	950.000
7.750	943.000
7.760	923.000
7.770	947.000
7.780	959.000
7.790	934.000
7.800	950.000
7.810	981.000
7.820	964.000
7.830	925.000
7.840	969.000
7.850	1005.000
7.860	974.000
7.870	961.000
7.880	948.000
7.890	971.000
7.900	968.000
7.910	952.000
7.920	927.000
7.930	916.000
7.940	953.000
7.950	935.000
7.960	941.000
7.970	967.000
7.980	952.000
7.990	967.000
8.000	982.000
8.010	983.000
8.020	950.000
8.030	950.000
8.040	960.000
8.050	947.000
8.060	947.000
8.070	953.000
8.080	935.000
8.090	906.000
8.100	933.000
8.110	953.000
8.120	957.000
8.130	950.000
8.140	924.000
8.150	944.000
8.160	966.000
8.170	949.000
8.180	948.000
8.190	982.000
8.200	990.000
8.210	958.000
8.220	963.000
8.230	947.000
8.240	916.000
8.250	940.000
8.260	955.000
8.270	960.000
8.280	966.000
8.290	965.000
8.300	944.000
8.310	958.000
8.320	970.000
8.330	969.000
8.340	962.000
8.350	943.000
8.360	949.000
8.370	962.000
8.380	983.000
8.390	1009.000
8.400	989.000
8.410	938.000
8.420	921.000
8.430	955.000
8.440	981.000
8.450	950.000
8.460	944.000
8.470	963.000
8.480	964.000
8.490	960.000
8.500	950.000
8.510	911.000
8.520	914.000
8.530	948.000
8.540	954.000
8.550	959.000
8.560	964.000
8.570	977.000
8.580	973.000
8.590	967.000
8.600	980.000
8.610	960.000
8.620	973.000
8.630	974.000
8.640	958.000
8.650	958.000
8.660	948.000
8.670	949.000
8.680	962.000
8.690	977.000
8.700	951.000
8.710	957.000
8.720	970.000
8.730	951.000
8.740	952.000
8.750	978.000
8.760	992.000
8.770	982.000
8.780	978.000
8.790	992.000
8.800	973.000
8.810	941.000
8.820	921.000
8.830	911.000
8.840	936.000
8.850	939.000
8.860	956.000
8.870	972.000
8.880	946.000
8.890	952.000
8.900	982.000
8.910	994.000
8.920	978.000
8.930	941.000
8.940	939.000
8.950	965.000
8.960	979.000
8.970	988.000
8.980	1000.000
8.990	987.000
9.000	987.000
9.010	982.000
9.020	959.000
9.030	937.000
9.040	945.000
9.050	1001.000
9.060	1010.000
9.070	963.000
9.080	953.000
9.090	961.000
9.100	954.000
9.110	958.000
9.120	959.000
9.130	958.000
9.140	980.000
9.150	972.000
9.160	977.000
9.170	1001.000
9.180	1010.000
9.190	1000.000
9.200	977.000
9.210	982.000
9.220	1010.000
9.230	987.000
9.240	957.000
9.250	980.000
9.260	997.000
9.270	997.000
9.280	1008.000
9.290	985.000
9.300	994.000
9.310	995.000
9.320	1022.000
9.330	1031.000
9.340	988.000
9.350	939.000
9.360	955.000
9.370	992.000
9.380	1006.000
9.390	979.000
9.400	970.000
9.410	993.000
9.420	1008.000
9.430	1023.000
9.440	994.000
9.450	985.000
9.460	986.000
9.470	1005.000
9.480	998.000
9.490	993.000
9.500	990.000
9.510	997.000
9.520	1026.000
9.530	1013.000
9.540	985.000
9.550	1009.000
9.560	1038.000
9.570	1026.000
9.580	1014.000
9.590	1023.000
9.600	1011.000
9.610	999.000
9.620	992.000
9.630	991.000
9.640	1009.000
9.650	1006.000
9.660	1020.000
9.670	1014.000
9.680	991.000
9.690	989.000
9.700	1024.000
9.710	1016.000
9.720	988.000
9.730	980.000
9.740	990.000
9.750	1002.000
9.760	1025.000
9.770	1008.000
9.780	969.000
9.790	975.000
9.800	1011.000
9.810	1019.000
9.820	1002.000
9.830	994.000
9.840	996.000
9.850	1015.000
9.860	1029.000
9.870	1027.000
9.880	990.000
9.890	975.000
9.900	989.000
9.910	1002.000
9.920	1020.000
9.930	1017.000
9.940	1024.000
9.950	1017.000
9.960	1001.000
9.970	995.000
9.980	999.000
9.990	1014.000
10.000	1017.000
10.010	1014.000
10.020	995.000
10.030	1005.000
10.040	1001.000
10.050	1000.000
10.060	1010.000
10.070	1009.000
10.080	1015.000
10.090	1027.000
10.100	1039.000
10.110	1020.000
10.120	1002.000
10.130	1023.000
10.140	1026.000
10.150	1023.000
10.160	1045.000
10.170	1051.000
10.180	1052.000
10.190	1053.000
10.200	1041.000
10.210	1045.000
10.220	1020.000
10.230	1012.000
10.240	1039.000
10.250	1027.000
10.260	1020.000
10.270	1041.000
10.280	1057.000
10.290	1058.000
10.300	1042.000
10.310	1048.000
10.320	1026.000
10.330	1012.000
10.340	1031.000
10.350	1063.000
10.360	1082.000
10.370	1081.000
10.380	1053.000
10.390	1037.000
10.400	1031.000
10.410	1022.000
10.420	1019.000
10.430	1021.000
10.440	1032.000
10.450	1053.000
10.460	1065.000
10.470	1080.000
10.480	1089.000
10.490	1085.000
10.500	1092.000
10.510	1093.000
10.520	1080.000
10.530	1050.000
10.540	1041.000
10.550	1035.000
10.560	1061.000
10.570	1071.000
10.580	1051.000
10.590	1064.000
10.600	1071.000
10.610	1076.000
10.620	1097.000
10.630	1100.000
10.640	1082.000
10.650	1072.000
10.660	1098.000
10.670	1089.000
10.680	1054.000
10.690	1061.000
10.700	1074.000
10.710	1041.000
10.720	1028.000
10.730	1051.000
10.740	1051.000
10.750	1061.000
10.760	1077.000
10.770	1085.000
10.780	1101.000
10.790	1112.000
10.800	1074.000
10.810	1057.000
10.820	1051.000
10.830	1053.000
10.840	1063.000
10.850	1077.000
10.860	1084.000
10.870	1106.000
10.880	1133.000
10.890	1097.000
10.900	1058.000
10.910	1073.000
10.920	1111.000
10.930	1113.000
10.940	1087.000
10.950	1080.000
10.960	1114.000
10.970	1122.000
10.980	1079.000
10.990	1072.000
11.000	1105.000
11.010	1132.000
11.020	1113.000
11.030	1086.000
11.040	1076.000
11.050	1086.000
11.060	1091.000
11.070	1082.000
11.080	1087.000
11.090	1098.000
11.100	1069.000
11.110	1055.000
11.120	1083.000
11.130	1094.000
11.140	1127.000
11.150	1136.000
11.160	1125.000
11.170	1143.000
11.180	1108.000
11.190	1096.000
11.200	1110.000
11.210	1117.000
11.220	1102.000
11.230	1098.000
11.240	1123.000
11.250	1107.000
11.260	1079.000
11.270	1090.000
11.280	1101.000
11.290	1105.000
11.300	1137.000
11.310	1131.000
11.320	1118.000
11.330	1125.000
11.340	1134.000
11.350	1113.000
11.360	1132.000
11.370	1147.000
11.380	1133.000
11.390	1128.000
11.400	1119.000
11.410	1095.000
11.420	1117.000
11.430	1155.000
11.440	1160.000
11.450	1142.000
11.460	1124.000
11.470	1104.000
11.480	1111.000
11.490	1129.000
11.500	1131.000
11.510	1136.000
11.520	1147.000
11.530	1135.000
11.540	1132.000
11.550	1125.000
11.560	1134.000
11.570	1146.000
11.580	1165.000
11.590	1157.000
11.600	1132.000
11.610	1138.000
11.620	1149.000
11.630	1153.000
11.640	1174.000
11.650	1172.000
11.660	1139.000
11.670	1140.000
11.680	1132.000
11.690	1147.000
11.700	1140.000
11.710	1134.000
11.720	1139.000
11.730	1155.000
11.740	1174.000
11.750	1172.000
11.760	1148.000
11.770	1149.000
11.780	1173.000
11.790	1177.000
11.800	1174.000
11.810	1172.000
11.820	1153.000
11.830	1152.000
11.840	1130.000
11.850	1112.000
11.860	1140.000
11.870	1150.000
11.880	1128.000
11.890	1157.000
11.900	1173.000
11.910	1166.000
11.920	1162.000
11.930	1165.000
11.940	1170.000
11.950	1179.000
11.960	1151.000
11.970	1141.000
11.980	1143.000
11.990	1131.000
12.000	1139.000
12.010	1159.000
12.020	1181.000
12.030	1156.000
12.040	1134.000
12.050	1142.000
12.060	1145.000
12.070	1174.000
12.080	1158.000
12.090	1135.000
12.100	1136.000
12.110	1154.000
12.120	1186.000
12.130	1192.000
12.140	1175.000
12.150	1193.000
12.160	1189.000
12.170	1148.000
12.180	1141.000
12.190	1185.000
12.200	1206.000
12.210	1190.000
12.220	1174.000
12.230	1174.000
12.240	1176.000
12.250	1205.000
12.260	1201.000
12.270	1191.000
12.280	1212.000
12.290	1214.000
12.300	1201.000
12.310	1193.000
12.320	1167.000
12.330	1163.000
12.340	1196.000
12.350	1184.000
12.360	1163.000
12.370	1194.000
12.380	1208.000
12.390	1211.000
12.400	1203.000
12.410	1200.000
12.420	1189.000
12.430	1170.000
12.440	1202.000
12.450	1207.000
12.460	1180.000
12.470	1160.000
12.480	1179.000
12.490	1202.000
12.500	1215.000
12.510	1219.000
12.520	1197.000
12.530	1171.000
12.540	1192.000
12.550	1212.000
12.560	1219.000
12.570	1211.000
12.580	1200.000
12.590	1188.000
12.600	1192.000
12.610	1209.000
12.620	1218.000
12.630	1218.000
12.640	1199.000
12.650	1192.000
12.660	1170.000
12.670	1172.000
12.680	1182.000
12.690	1196.000
12.700	1200.000
12.710	1163.000
12.720	1165.000
12.730	1210.000
12.740	1216.000
12.750	1209.000
12.760	1213.000
12.770	1209.000
12.780	1202.000
12.790	1194.000
12.800	1187.000
12.810	1219.000
12.820	1224.000
12.830	1215.000
12.840	1227.000
12.850	1211.000
12.860	1209.000
12.870	1202.000
12.880	1218.000
12.890	1217.000
12.900	1190.000
12.910	1193.000
12.920	1217.000
12.930	1224.000
12.940	1197.000
12.950	1203.000
12.960	1231.000
12.970	1243.000
12.980	1213.000
12.990	1225.000
13.000	1251.000
13.010	1215.000
13.020	1202.000
13.030	1227.000
13.040	1215.000
13.050	1205.000
13.060	1211.000
13.070	1229.000
